loan_purpose,loan_amount,debt_to_income_ratio,property_value,income,occupancy_type,derived_race,derived_sex,applicant_age,loan_to_value_ratio,action_taken
1,355000.0,42,445000.0,215.0,1,White,Male,55-64,80.0,Loan originated
1,645000.0,42,905000.0,147.0,1,White,Male,35-44,71.111,Loan originated
1,555000.0,30%-<36%,765000.0,179.0,1,White,Joint,35-44,72.656,Loan originated
1,625000.0,20%-<30%,835000.0,205.0,1,White,Male,35-44,75.0,Loan originated
1,765000.0,38,995000.0,187.0,1,White,Female,25-34,77.04,Loan originated
1,215000.0,36,485000.0,65.0,1,White,Female,25-34,44.33,Loan originated
1,485000.0,20%-<30%,875000.0,221.0,1,White,Female,35-44,54.857,Loan originated
1,625000.0,38,775000.0,177.0,1,White,Female,55-64,80.0,Loan originated
1,1085000.0,46,1365000.0,228.0,1,White,Female,25-34,80.0,Loan originated
1,715000.0,30%-<36%,785000.0,243.0,1,White,Joint,55-64,90.0,Loan originated
1,835000.0,47,1145000.0,216.0,1,White,Joint,35-44,72.832,Loan originated
1,305000.0,20%-<30%,1185000.0,360.0,1,White,Female,>74,25.27,Loan originated
1,375000.0,30%-<36%,415000.0,135.0,1,Hispanic or Latino,Joint,25-34,90.0,Loan originated
1,465000.0,49,585000.0,103.0,1,White,Female,25-34,80.0,Loan originated
1,445000.0,20%-<30%,495000.0,155.0,1,White,Male,<25,89.8,Loan originated
1,655000.0,44,815000.0,190.0,1,White,Joint,35-44,80.0,Loan originated
1,145000.0,30%-<36%,695000.0,79.0,1,White,Female,55-64,20.29,Loan originated
1,835000.0,48,1195000.0,197.0,1,White,Male,45-54,70.0,Loan originated
1,655000.0,47,1055000.0,230.0,1,White,Joint,35-44,61.905,Loan originated
1,585000.0,20%-<30%,835000.0,604.0,1,Hispanic or Latino,Male,65-74,70.0,Loan originated
1,655000.0,30%-<36%,815000.0,219.0,1,White,Joint,25-34,80.0,Loan originated
1,665000.0,<20%,965000.0,2189.0,1,Asian,Male,65-74,68.75,Loan originated
1,425000.0,49,995000.0,110.0,1,Hispanic or Latino,Female,35-44,43.246,Loan originated
1,305000.0,30%-<36%,385000.0,192.0,1,White,Male,25-34,80.0,Loan originated
1,425000.0,44,535000.0,95.0,1,Hispanic or Latino,Joint,45-54,80.0,Loan originated
1,705000.0,49,875000.0,239.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,655000.0,46,875000.0,135.0,1,Asian,Female,25-34,75.0,Loan originated
1,555000.0,<20%,1625000.0,553.0,1,White,Male,55-64,34.259,Loan originated
1,1095000.0,46,1365000.0,264.0,1,White,Male,35-44,80.0,Loan originated
1,255000.0,48,785000.0,74.0,1,White,Male,45-54,32.692,Loan originated
1,955000.0,42,1155000.0,308.0,1,White,Joint,25-34,82.609,Loan originated
1,425000.0,20%-<30%,1065000.0,197.0,1,White,Male,45-54,40.0,Loan originated
1,585000.0,49,775000.0,252.0,1,Asian,Female,55-64,75.0,Loan originated
1,905000.0,40,1405000.0,282.0,1,Asian,Joint,25-34,64.463,Loan originated
1,725000.0,42,915000.0,180.0,1,Asian,Male,35-44,80.0,Loan originated
1,675000.0,47,715000.0,156.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,705000.0,30%-<36%,785000.0,199.0,1,Hispanic or Latino,Joint,25-34,89.99,Loan originated
1,575000.0,43,615000.0,179.0,1,Hispanic or Latino,Joint,45-54,95.0,Loan originated
1,405000.0,20%-<30%,1295000.0,176.0,1,White,Joint,35-44,30.888,Loan originated
1,615000.0,46,765000.0,130.0,1,White,Male,25-34,80.0,Loan originated
1,1145000.0,30%-<36%,1855000.0,401.0,1,White,Joint,35-44,62.153,Loan originated
1,285000.0,49,625000.0,75.0,1,White,Female,55-64,46.613,Loan originated
1,455000.0,50%-60%,1155000.0,182.0,1,White,Joint,65-74,39.14,Loan originated
1,905000.0,30%-<36%,1355000.0,295.0,1,White,Joint,55-64,66.67,Loan originated
1,1065000.0,46,1325000.0,275.0,1,White,Joint,35-44,80.0,Loan originated
1,345000.0,36,415000.0,151.0,1,Hispanic or Latino,Female,35-44,85.0,Loan originated
1,1065000.0,45,1335000.0,274.0,1,White,Male,55-64,79.86,Loan originated
1,175000.0,43,325000.0,246.0,1,White,Joint,35-44,54.0,Loan originated
1,375000.0,20%-<30%,505000.0,210.0,1,White,Female,45-54,75.0,Loan originated
1,695000.0,20%-<30%,735000.0,317.0,1,White,Male,35-44,95.0,Loan originated
1,515000.0,44,565000.0,104.0,1,White,Joint,25-34,90.0,Loan originated
1,585000.0,49,625000.0,197.0,1,White,Joint,35-44,95.0,Loan originated
1,495000.0,48,755000.0,111.0,1,White,Female,35-44,66.0,Loan originated
1,485000.0,40,655000.0,151.0,1,White,Joint,55-64,75.0,Loan originated
1,525000.0,45,615000.0,167.0,1,White,Male,>74,85.0,Loan originated
1,805000.0,47,945000.0,351.0,1,Asian,Joint,35-44,85.0,Loan originated
1,315000.0,49,355000.0,163.0,1,White,Male,55-64,90.0,Loan originated
1,925000.0,46,975000.0,264.0,1,White,Joint,35-44,95.0,Loan originated
1,1065000.0,48,1125000.0,289.0,1,White,Male,25-34,95.0,Loan originated
1,675000.0,47,845000.0,233.0,1,Hispanic or Latino,Joint,>74,80.0,Loan originated
1,655000.0,47,925000.0,131.0,1,White,Joint,35-44,70.97,Loan originated
1,405000.0,49,515000.0,91.0,1,White,Male,35-44,80.0,Loan originated
1,485000.0,49,605000.0,108.0,1,White,Male,35-44,80.0,Loan originated
1,425000.0,44,495000.0,123.0,1,White,Female,55-64,85.0,Loan originated
1,685000.0,<20%,855000.0,1401.0,1,White,Male,25-34,80.0,Loan originated
1,765000.0,30%-<36%,955000.0,229.0,1,White,Female,25-34,80.0,Loan originated
1,765000.0,46,855000.0,194.0,1,Hispanic or Latino,Male,25-34,90.0,Loan originated
1,675000.0,47,1585000.0,165.0,1,White,Female,45-54,43.0,Loan originated
1,855000.0,30%-<36%,1135000.0,432.0,1,White,Joint,45-54,76.0,Loan originated
1,585000.0,36,655000.0,398.0,1,White,Joint,<25,90.0,Loan originated
1,805000.0,46,905000.0,307.0,1,White,Male,25-34,90.0,Loan originated
1,425000.0,45,535000.0,127.0,1,White,Joint,65-74,80.0,Loan originated
1,425000.0,30%-<36%,475000.0,135.0,1,White,Female,35-44,90.0,Loan originated
1,325000.0,30%-<36%,405000.0,126.0,1,White,Female,25-34,80.0,Loan originated
1,685000.0,37,1145000.0,250.0,1,Asian,Joint,55-64,60.0,Loan originated
1,645000.0,<20%,925000.0,440.0,1,Asian,Joint,35-44,70.0,Loan originated
1,445000.0,49,475000.0,158.0,1,White,Female,45-54,95.0,Loan originated
1,325000.0,41,1145000.0,139.0,1,White,Joint,65-74,29.0,Loan originated
1,555000.0,20%-<30%,745000.0,288.0,1,White,Male,25-34,75.0,Loan originated
1,765000.0,30%-<36%,955000.0,272.0,1,White,Joint,55-64,80.0,Loan originated
1,765000.0,44,1045000.0,234.0,1,Asian,Joint,>74,74.0,Loan originated
1,925000.0,50%-60%,975000.0,191.0,1,White,Female,45-54,95.0,Application denied
1,655000.0,20%-<30%,1005000.0,268.0,1,Asian,Male,35-44,65.0,Loan originated
1,445000.0,49,645000.0,106.0,1,White,Female,35-44,70.0,Loan originated
1,1055000.0,44,1405000.0,299.0,1,White,Joint,35-44,75.0,Loan originated
1,345000.0,43,435000.0,166.0,1,White,Male,>74,80.0,Loan originated
1,445000.0,49,1245000.0,153.0,1,White,Joint,65-74,36.0,Loan originated
1,725000.0,49,905000.0,213.0,1,White,Joint,55-64,80.0,Loan originated
1,705000.0,42,885000.0,298.0,1,White,Joint,35-44,80.0,Loan originated
1,405000.0,44,1705000.0,123.0,1,White,Male,55-64,24.0,Loan originated
1,705000.0,<20%,3255000.0,544.0,1,Asian,Joint,45-54,22.0,Loan originated
1,325000.0,20%-<30%,415000.0,153.0,1,Asian,Male,25-34,80.0,Application denied
1,215000.0,45,435000.0,75.0,1,Hispanic or Latino,Joint,45-54,50.56,Loan originated
1,515000.0,20%-<30%,915000.0,255.0,1,Asian,Male,35-44,56.108,Loan originated
1,845000.0,46,1055000.0,210.0,1,Asian,Male,25-34,80.0,Loan originated
1,85000.0,38,555000.0,61.0,1,White,Female,65-74,15.534,Loan originated
1,645000.0,45,815000.0,154.0,1,Asian,Male,25-34,80.0,Loan originated
1,525000.0,46,635000.0,134.0,1,White,Joint,25-34,85.0,Loan originated
1,225000.0,48,285000.0,79.0,1,White,Male,>74,80.0,Loan originated
1,85000.0,40,855000.0,74.0,1,White,Joint,>74,12.353,Loan originated
1,725000.0,30%-<36%,735000.0,232.0,1,Other,Male,<25,100.0,Loan originated
1,995000.0,47,1185000.0,208.0,1,Asian,Male,45-54,90.0,Loan originated
1,755000.0,49,945000.0,176.0,1,Asian,Male,35-44,80.0,Loan originated
1,715000.0,48,905000.0,215.0,1,Asian,Female,45-54,79.444,Loan originated
1,765000.0,46,995000.0,180.0,1,Asian,Male,35-44,77.801,Loan originated
1,765000.0,47,955000.0,192.0,1,Asian,Male,25-34,80.0,Loan originated
1,315000.0,47,395000.0,76.0,1,White,Joint,25-34,80.0,Loan originated
1,515000.0,47,645000.0,407.0,1,White,Male,55-64,80.0,Loan originated
1,725000.0,44,905000.0,200.0,1,White,Joint,45-54,80.0,Loan originated
1,385000.0,41,585000.0,112.0,1,White,Male,65-74,65.986,Loan originated
1,355000.0,38,655000.0,104.0,1,Hispanic or Latino,Male,45-54,53.846,Loan originated
1,355000.0,36,445000.0,98.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,185000.0,45,225000.0,98.0,1,White,Female,35-44,80.0,Loan originated
1,465000.0,40,495000.0,129.0,1,Asian,Male,25-34,95.0,Loan originated
1,475000.0,49,515000.0,108.0,1,Asian,Male,55-64,94.0,Loan originated
1,665000.0,45,705000.0,186.0,1,White,Joint,25-34,95.0,Loan originated
1,295000.0,42,365000.0,180.0,1,Hispanic or Latino,Male,35-44,80.0,Loan originated
1,495000.0,44,515000.0,114.0,1,White,Joint,25-34,97.0,Loan originated
1,275000.0,43,295000.0,143.0,1,White,Male,45-54,95.0,Loan originated
1,435000.0,43,485000.0,150.0,1,Hispanic or Latino,Joint,25-34,90.0,Loan originated
1,295000.0,30%-<36%,725000.0,109.0,1,White,Male,35-44,40.69,Loan originated
1,355000.0,49,385000.0,110.0,1,Hispanic or Latino,Female,45-54,92.288,Loan originated
1,385000.0,45,425000.0,117.0,1,White,Female,55-64,90.0,Loan originated
1,615000.0,41,865000.0,241.0,1,Hispanic or Latino,Joint,35-44,71.098,Loan originated
1,235000.0,38,245000.0,95.0,1,Asian,Male,35-44,97.0,Loan originated
1,75000.0,20%-<30%,545000.0,264.0,1,White,Joint,55-64,13.889,Loan originated
1,405000.0,38,615000.0,109.0,1,White,Joint,45-54,65.574,Loan originated
1,425000.0,48,525000.0,103.0,1,Hispanic or Latino,Female,35-44,80.0,Loan originated
1,555000.0,46,1005000.0,140.0,1,White,Female,35-44,55.0,Loan originated
1,685000.0,41,865000.0,264.0,1,Asian,Male,25-34,79.446,Loan originated
1,295000.0,49,315000.0,125.0,1,White,Joint,25-34,95.0,Loan originated
1,455000.0,49,475000.0,98.0,1,Black or African American,Female,55-64,95.0,Loan originated
1,505000.0,49,565000.0,113.0,1,Asian,Joint,35-44,90.0,Loan originated
1,495000.0,48,655000.0,217.0,1,Hispanic or Latino,Joint,35-44,75.846,Loan originated
1,445000.0,41,565000.0,125.0,1,White,Female,25-34,80.0,Loan originated
1,215000.0,30%-<36%,465000.0,105.0,1,Hispanic or Latino,Male,55-64,46.237,Loan originated
1,595000.0,41,745000.0,233.0,1,White,Joint,55-64,80.0,Loan originated
1,345000.0,42,585000.0,108.0,1,White,Female,45-54,60.0,Loan originated
1,465000.0,38,525000.0,138.0,1,Hispanic or Latino,Joint,<25,90.0,Loan originated
1,645000.0,30%-<36%,725000.0,291.0,1,Hispanic or Latino,Joint,55-64,90.0,Loan originated
1,615000.0,38,655000.0,416.0,1,White,Joint,<25,95.0,Loan originated
1,765000.0,38,955000.0,177.0,1,Hispanic or Latino,Male,45-54,80.0,Loan originated
1,315000.0,48,335000.0,79.0,1,Black or African American,Female,25-34,100.994,Loan originated
1,245000.0,48,535000.0,73.0,1,White,Female,45-54,46.226,Loan originated
1,405000.0,41,765000.0,334.0,1,Asian,Joint,35-44,52.632,Loan originated
1,355000.0,49,555000.0,143.0,1,White,Joint,25-34,63.636,Loan originated
1,325000.0,30%-<36%,385000.0,93.0,1,Hispanic or Latino,Female,35-44,85.0,Loan originated
1,715000.0,41,735000.0,201.0,1,Black or African American,Joint,35-44,97.0,Loan originated
1,265000.0,46,335000.0,99.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,325000.0,46,395000.0,77.0,1,White,Female,45-54,83.333,Loan originated
1,305000.0,43,605000.0,90.0,1,Hispanic or Latino,Female,65-74,50.617,Loan originated
1,465000.0,40,575000.0,171.0,1,Hispanic or Latino,Male,35-44,80.0,Loan originated
1,745000.0,30%-<36%,1205000.0,228.0,1,Asian,Joint,25-34,61.667,Loan originated
1,665000.0,40,705000.0,267.0,1,White,Male,55-64,95.0,Loan originated
1,455000.0,45,575000.0,178.0,1,Hispanic or Latino,Joint,55-64,79.0,Loan originated
1,695000.0,48,875000.0,175.0,1,Asian,Female,55-64,80.0,Loan originated
1,605000.0,40,1665000.0,180.0,1,Asian,Male,35-44,36.145,Loan originated
1,235000.0,38,295000.0,65.0,1,White,Male,25-34,80.0,Loan originated
1,925000.0,49,1165000.0,198.0,1,White,Female,55-64,80.0,Loan originated
1,895000.0,20%-<30%,1125000.0,284.0,1,White,Joint,45-54,80.0,Loan originated
1,565000.0,30%-<36%,705000.0,272.0,1,Asian,Male,45-54,80.0,Loan originated
1,935000.0,48,1245000.0,237.0,1,Asian,Male,25-34,75.0,Loan originated
1,405000.0,48,425000.0,177.0,1,Hispanic or Latino,Female,45-54,95.0,Loan originated
1,405000.0,20%-<30%,1065000.0,185.0,1,White,Male,55-64,37.665,Loan originated
1,505000.0,44,1615000.0,279.0,1,White,Joint,45-54,31.056,Loan originated
1,415000.0,50%-60%,425000.0,70.0,1,Hispanic or Latino,Joint,45-54,97.0,Application denied
1,145000.0,>60%,375000.0,55.0,1,Asian,Male,45-54,46.133,Application denied
1,415000.0,41,715000.0,116.0,1,Asian,Male,25-34,58.217,Loan originated
1,235000.0,30%-<36%,465000.0,218.0,1,Asian,Joint,<25,50.0,Loan originated
1,425000.0,48,475000.0,194.0,1,White,Male,25-34,90.0,Loan originated
1,695000.0,30%-<36%,875000.0,211.0,1,White,Joint,25-34,80.0,Loan originated
1,695000.0,48,865000.0,147.0,1,Hispanic or Latino,Joint,35-44,80.0,Loan originated
1,395000.0,48,485000.0,192.0,1,Asian,Female,35-44,80.0,Loan originated
1,575000.0,42,725000.0,188.0,1,Asian,Male,35-44,80.0,Loan originated
1,905000.0,44,1005000.0,235.0,1,White,Joint,35-44,90.0,Loan originated
1,505000.0,45,705000.0,134.0,1,Asian,Male,65-74,71.429,Loan originated
1,285000.0,20%-<30%,405000.0,299.0,1,White,Male,55-64,70.0,Loan originated
1,895000.0,47,1245000.0,190.0,1,Asian,Male,35-44,71.774,Loan originated
1,695000.0,40,875000.0,243.0,1,White,Female,25-34,80.0,Loan originated
1,225000.0,42,605000.0,66.0,1,Hispanic or Latino,Female,55-64,37.5,Loan originated
1,995000.0,49,1105000.0,196.0,1,Hispanic or Latino,Male,35-44,90.0,Loan originated
1,545000.0,49,805000.0,104.0,1,Hispanic or Latino,Joint,55-64,67.702,Loan originated
1,525000.0,50%-60%,755000.0,201.0,1,Hispanic or Latino,Joint,25-34,80.0,Application denied
1,295000.0,49,365000.0,64.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,885000.0,40,1105000.0,386.0,1,White,Joint,35-44,80.0,Loan originated
1,605000.0,44,1005000.0,195.0,1,White,Male,65-74,60.0,Loan originated
1,365000.0,36,665000.0,255.0,1,White,Male,65-74,55.157,Application denied
1,585000.0,44,775000.0,175.0,1,Asian,Female,45-54,75.0,Loan originated
1,305000.0,30%-<36%,955000.0,132.0,1,White,Male,35-44,31.579,Loan originated
1,705000.0,44,1175000.0,165.0,1,White,Joint,65-74,59.473,Loan originated
1,445000.0,49,645000.0,95.0,1,Hispanic or Latino,Joint,55-64,70.0,Loan originated
1,305000.0,20%-<30%,605000.0,138.0,1,Hispanic or Latino,Joint,45-54,50.0,Loan originated
1,215000.0,<20%,1215000.0,276.0,1,Hispanic or Latino,Joint,35-44,17.695,Loan originated
1,325000.0,44,485000.0,89.0,1,Asian,Male,25-34,66.189,Loan originated
1,375000.0,44,525000.0,85.0,1,White,Male,<25,71.429,Loan originated
1,195000.0,40,245000.0,47.0,1,Hispanic or Latino,Female,65-74,80.0,Loan originated
1,185000.0,44,235000.0,44.0,1,White,Male,35-44,80.0,Application denied
1,465000.0,44,585000.0,122.0,1,White,Male,<25,80.0,Loan originated
1,485000.0,20%-<30%,605000.0,182.0,1,White,Male,45-54,80.0,Loan originated
1,555000.0,41,895000.0,181.0,1,Asian,Female,45-54,61.798,Loan originated
1,405000.0,30%-<36%,775000.0,160.0,1,White,Joint,45-54,51.613,Loan originated
1,595000.0,20%-<30%,845000.0,252.0,1,White,Female,35-44,70.0,Loan originated
1,295000.0,36,545000.0,95.0,1,White,Female,25-34,54.463,Loan originated
1,645000.0,30%-<36%,805000.0,181.0,1,White,Female,25-34,80.0,Loan originated
1,295000.0,37,445000.0,149.0,1,White,Joint,35-44,66.592,Loan originated
1,525000.0,44,705000.0,258.0,1,White,Male,25-34,75.0,Loan originated
1,785000.0,37,985000.0,240.0,1,White,Male,35-44,80.0,Loan originated
1,795000.0,30%-<36%,995000.0,262.0,1,Asian,Female,35-44,80.0,Loan originated
1,515000.0,30%-<36%,645000.0,195.0,1,White,Male,45-54,80.0,Loan originated
1,375000.0,<20%,525000.0,-16.0,1,White,Male,35-44,71.429,Application denied
1,675000.0,38,905000.0,172.0,1,Asian,Female,25-34,75.0,Loan originated
1,305000.0,30%-<36%,655000.0,164.0,1,Asian,Male,65-74,46.154,Loan originated
1,745000.0,20%-<30%,925000.0,304.0,1,Asian,Male,35-44,80.0,Loan originated
1,665000.0,39,825000.0,211.0,1,White,Female,55-64,80.0,Loan originated
1,455000.0,41,755000.0,129.0,1,White,Female,25-34,59.974,Loan originated
1,405000.0,20%-<30%,515000.0,188.0,1,Asian,Male,25-34,80.0,Loan originated
1,605000.0,38,1575000.0,191.0,1,White,Joint,55-64,38.095,Loan originated
1,685000.0,37,875000.0,209.0,1,White,Joint,25-34,78.286,Loan originated
1,765000.0,37,975000.0,210.0,1,White,Male,55-64,78.403,Loan originated
1,305000.0,<20%,1025000.0,296.0,1,White,Joint,25-34,29.268,Loan originated
1,395000.0,20%-<30%,595000.0,172.0,1,White,Male,45-54,66.611,Loan originated
1,1135000.0,30%-<36%,1515000.0,425.0,1,White,Joint,35-44,75.0,Loan originated
1,565000.0,38,715000.0,158.0,1,White,Male,25-34,80.0,Loan originated
1,565000.0,20%-<30%,805000.0,300.0,1,Asian,Female,25-34,70.0,Loan originated
1,795000.0,40,985000.0,200.0,1,White,Female,35-44,80.0,Loan originated
1,725000.0,41,915000.0,182.0,1,White,Joint,25-34,79.139,Loan originated
1,395000.0,30%-<36%,515000.0,130.0,1,White,Female,35-44,76.471,Loan originated
1,205000.0,20%-<30%,465000.0,118.0,1,White,Female,<25,43.478,Loan originated
1,585000.0,20%-<30%,735000.0,247.0,1,White,Female,35-44,80.0,Loan originated
1,715000.0,20%-<30%,955000.0,292.0,1,Asian,Joint,25-34,75.0,Loan originated
1,905000.0,40,1125000.0,235.0,1,Asian,Joint,35-44,80.0,Loan originated
1,635000.0,43,845000.0,155.0,1,Asian,Female,25-34,75.0,Loan originated
1,575000.0,47,695000.0,148.0,1,White,Female,35-44,82.54,Loan originated
1,415000.0,40,545000.0,146.0,1,White,Female,35-44,75.0,Loan originated
1,995000.0,42,1345000.0,273.0,1,White,Male,35-44,73.958,Loan originated
1,495000.0,30%-<36%,615000.0,179.0,1,White,Male,45-54,80.0,Loan originated
1,455000.0,43,565000.0,129.0,1,Black or African American,Female,45-54,80.0,Loan originated
1,675000.0,40,1105000.0,167.0,1,Asian,Female,25-34,60.909,Loan originated
1,905000.0,46,1455000.0,231.0,1,White,Joint,35-44,62.414,Loan originated
1,755000.0,30%-<36%,1555000.0,237.0,1,Asian,Female,25-34,48.387,Loan originated
1,635000.0,40,795000.0,200.0,1,Hispanic or Latino,Joint,35-44,80.0,Loan originated
1,365000.0,38,615000.0,119.0,1,Black or African American,Female,25-34,58.3,Loan originated
1,605000.0,39,755000.0,158.0,1,Asian,Male,25-34,80.0,Loan originated
1,225000.0,38,535000.0,86.0,1,Hispanic or Latino,Female,35-44,41.45,Loan originated
1,415000.0,30%-<36%,515000.0,205.0,1,White,Male,35-44,80.0,Loan originated
1,705000.0,36,875000.0,215.0,1,Hispanic or Latino,Joint,25-34,80.0,Loan originated
1,205000.0,42,505000.0,63.0,1,White,Male,45-54,40.0,Loan originated
1,725000.0,30%-<36%,905000.0,267.0,1,White,Joint,35-44,80.0,Loan originated
1,725000.0,30%-<36%,905000.0,280.0,1,Asian,Female,25-34,80.0,Loan originated
1,645000.0,40,815000.0,253.0,1,White,Female,25-34,80.0,Loan originated
1,535000.0,41,675000.0,148.0,1,White,Joint,35-44,80.0,Loan originated
1,525000.0,30%-<36%,655000.0,165.0,1,White,Female,25-34,80.0,Loan originated
1,275000.0,20%-<30%,345000.0,331.0,1,White,Joint,25-34,80.0,Loan originated
1,465000.0,37,585000.0,149.0,1,White,Female,35-44,80.0,Loan originated
1,335000.0,<20%,885000.0,252.0,1,White,Male,45-54,38.133,Loan originated
1,495000.0,47,655000.0,149.0,1,Asian,Joint,25-34,75.0,Loan originated
1,375000.0,30%-<36%,505000.0,133.0,1,White,Male,25-34,75.0,Loan originated
1,445000.0,40,555000.0,119.0,1,White,Male,35-44,80.0,Loan originated
1,815000.0,30%-<36%,1025000.0,260.0,1,Asian,Female,25-34,80.0,Loan originated
1,645000.0,36,805000.0,170.0,1,Asian,Male,35-44,80.0,Loan originated
1,505000.0,20%-<30%,805000.0,213.0,1,White,Female,35-44,62.5,Loan originated
1,505000.0,46,845000.0,123.0,1,White,Joint,35-44,60.0,Loan originated
1,255000.0,30%-<36%,905000.0,118.0,1,Asian,Female,25-34,27.778,Loan originated
1,455000.0,38,595000.0,130.0,1,White,Male,25-34,75.125,Loan originated
1,345000.0,30%-<36%,595000.0,87.0,1,Asian,Male,35-44,57.983,Loan originated
1,165000.0,<20%,285000.0,750.0,1,White,Joint,55-64,57.143,Loan originated
1,465000.0,39,585000.0,123.0,1,Asian,Male,25-34,80.0,Loan originated
1,805000.0,30%-<36%,1055000.0,241.0,1,Asian,Male,25-34,76.19,Loan originated
1,825000.0,30%-<36%,1025000.0,267.0,1,White,Joint,35-44,80.0,Loan originated
1,705000.0,20%-<30%,885000.0,347.0,1,White,Joint,25-34,80.0,Loan originated
1,915000.0,38,1135000.0,516.0,1,Hispanic or Latino,Male,65-74,80.0,Loan originated
1,635000.0,30%-<36%,795000.0,195.0,1,Hispanic or Latino,Male,45-54,80.0,Loan originated
1,535000.0,30%-<36%,705000.0,158.0,1,White,Joint,45-54,75.177,Loan originated
1,365000.0,42,725000.0,100.0,1,White,Male,25-34,49.655,Loan originated
1,355000.0,39,445000.0,116.0,1,White,Female,55-64,80.0,Loan originated
